20001,TIP384_CAR_1920_30ul_A00,Tip carrier with 5 384 CO-RE head 30 µl tip racks landscape,TIP384_CAR_1920_30ul_A00.tml,ML_STAR\\384CoReHead\\TIP384_CAR_1920_30ul_A00.tml
20000,TIP384_CAR_1920_50ul_A00,Tip carrier with 5 384 CO-RE head 50 µl tip racks landscape,TIP384_CAR_1920_50ul_A00.tml,ML_STAR\\384CoReHead\\TIP384_CAR_1920_50ul_A00.tml
20004,TIP384_CAR_1920_50ul_A00,Tip carrier with 5 384 CO-RE head 50 µl tip racks landscape,TIP384_CAR_1920_50ul_A00.tml,ML_STAR\\384CoReHead\\TIP384_CAR_1920_50ul_A00.tml
20001,TIP384_CAR_1920_50ul_A00,Tip carrier with 5 384 CO-RE head 50 µl tip racks landscape,TIP384_CAR_1920_50ul_A00.tml,ML_STAR\\384CoReHead\\TIP384_CAR_1920_50ul_A00.tml
20000,TIP384_CAR_1920_A00,Tip carrier for 5 384 CO-RE head 30 µl tip racks landscape,TIP384_CAR_1920_A00.tml,ML_STAR\\384CoReHead\\TIP384_CAR_1920_A00.tml
20004,TIP384_CAR_1920_A00,Tip carrier for 5 384 CO-RE head 30 µl tip racks landscape,TIP384_CAR_1920_A00.tml,ML_STAR\\384CoReHead\\TIP384_CAR_1920_A00.tml
20000,TIP384_CAR_480_RT_A00,Carrier for 5 Racks with 96 300ul Rocket Tips landscape [revision A00],TIP384_CAR_480_RT300_A00.tml,ML_STAR\\384CoReHead\\TIP384_CAR_480_RT300_A00.tml
20001,TIP384_CAR_480_RT_A00,Carrier for 5 Racks with 96 300ul Rocket Tips landscape [revision A00],TIP384_CAR_480_RT300_A00.tml,ML_STAR\\384CoReHead\\TIP384_CAR_480_RT300_A00.tml
20001,TIP384_CAR_NTR_50ul_CONDUCTIVE_1920_A00,Tip carrier for 5x4 384 CO-RE head 50 µl conductive tip racks with 96 tips landscape,TIP384_CAR_NTR_50ul_1920_A00.tml,ML_STAR\\384CoReHead\\TIP384_CAR_NTR_50ul_1920_A00.tml
20004,TIP384_CAR_NTR_50ul_CONDUCTIVE_1920_A00,Tip carrier for 5x4 384 CO-RE head 50 µl conductive tip racks with 96 tips landscape,TIP384_CAR_NTR_50ul_1920_A00.tml,ML_STAR\\384CoReHead\\TIP384_CAR_NTR_50ul_1920_A00.tml
20000,TIP384_CAR_NTR_50ul_CONDUCTIVE_1920_A00,Tip carrier for 5x4 384 CO-RE head 50 µl conductive tip racks with 96 tips landscape,TIP384_CAR_NTR_50ul_1920_A00.tml,ML_STAR\\384CoReHead\\TIP384_CAR_NTR_50ul_1920_A00.tml
20001,TIP384_CAR_NTR_50ul_CONDUCTIVE_7680_A00,Tip carrier for 5x4 384 CO-RE head 50 µl conductive tip racks with 384 tips landscape,TIP384_CAR_NTR_50ul_7680_A00.tml,ML_STAR\\384CoReHead\\TIP384_CAR_NTR_50ul_7680_A00.tml
20004,TIP384_CAR_NTR_50ul_CONDUCTIVE_7680_A00,Tip carrier for 5x4 384 CO-RE head 50 µl conductive tip racks with 384 tips landscape,TIP384_CAR_NTR_50ul_7680_A00.tml,ML_STAR\\384CoReHead\\TIP384_CAR_NTR_50ul_7680_A00.tml
20000,TIP384_CAR_NTR_50ul_CONDUCTIVE_7680_A00,Tip carrier for 5x4 384 CO-RE head 50 µl conductive tip racks with 384 tips landscape,TIP384_CAR_NTR_50ul_7680_A00.tml,ML_STAR\\384CoReHead\\TIP384_CAR_NTR_50ul_7680_A00.tml
136,CORE II TipSupport_50ulTipFilter,CORE II Frame for 96 50ul filtered tips to allow row- or columnwise tip pickup (P/N: 6608647-01),Core2_96_TipSupport_50ulTipFilter_L.rck,ML_STAR\\96CoReHead\\Core2_96_TipSupport_50ulTipFilter_L.rck
20005,CORE II TipSupport_50ulTipFilter,CORE II Frame for 96 50ul filtered tips to allow row- or columnwise tip pickup (P/N: 6608647-01),Core2_96_TipSupport_50ulTipFilter_L.rck,ML_STAR\\96CoReHead\\Core2_96_TipSupport_50ulTipFilter_L.rck
136,CORE II TipSupport_50ulTip,CORE II Frame for 96 50ul Tip to allow row- or columnwise tip pickup (P/N: 6608647-01),Core2_96_TipSupport_50ulTip_L.rck,ML_STAR\\96CoReHead\\Core2_96_TipSupport_50ulTip_L.rck
20005,CORE II TipSupport_50ulTip,CORE II Frame for 96 50ul Tip to allow row- or columnwise tip pickup (P/N: 6608647-01),Core2_96_TipSupport_50ulTip_L.rck,ML_STAR\\96CoReHead\\Core2_96_TipSupport_50ulTip_L.rck
136,CORE II TipSupport_1000ulHighVolumeFilterTip,CORE II Frame for 96 1000ul High Volume Filter Tip to allow row- or columnwise tip pickup (P/N: 6608647-01),Core2_96_TipSupport_HT_Filter_L.rck,ML_STAR\\96CoReHead\\Core2_96_TipSupport_HT_Filter_L.rck
173,CORE II TipSupport_1000ulHighVolumeFilterTip,CORE II Frame for 96 1000ul High Volume Filter Tip to allow row- or columnwise tip pickup (P/N: 6608647-01),Core2_96_TipSupport_HT_Filter_L.rck,ML_STAR\\96CoReHead\\Core2_96_TipSupport_HT_Filter_L.rck
136,CORE II TipSupport_1000ulHighVolumeTip,CORE II Frame for 96 1000ul High Volume Tip to allow row- or columnwise tip pickup (P/N: 6608647-01),Core2_96_TipSupport_HT_L.rck,ML_STAR\\96CoReHead\\Core2_96_TipSupport_HT_L.rck
173,CORE II TipSupport_1000ulHighVolumeTip,CORE II Frame for 96 1000ul High Volume Tip to allow row- or columnwise tip pickup (P/N: 6608647-01),Core2_96_TipSupport_HT_L.rck,ML_STAR\\96CoReHead\\Core2_96_TipSupport_HT_L.rck
136,CORE II TipSupport_10ulLowVolumeFilterTip,CORE II Frame for 96 10ul Low Volume Filter Tip to allow row- or columnwise tip pickup (P/N: 6608647-01),Core2_96_TipSupport_LT_Filter_L.rck,ML_STAR\\96CoReHead\\Core2_96_TipSupport_LT_Filter_L.rck
170,CORE II TipSupport_10ulLowVolumeFilterTip,CORE II Frame for 96 10ul Low Volume Filter Tip to allow row- or columnwise tip pickup (P/N: 6608647-01),Core2_96_TipSupport_LT_Filter_L.rck,ML_STAR\\96CoReHead\\Core2_96_TipSupport_LT_Filter_L.rck
136,CORE II TipSupport_10ulLowVolumeTip,CORE II Frame for 96 10ul Low Volume Tip to allow row- or columnwise tip pickup (P/N: 6608647-01),Core2_96_TipSupport_LT_L.rck,ML_STAR\\96CoReHead\\Core2_96_TipSupport_LT_L.rck
170,CORE II TipSupport_10ulLowVolumeTip,CORE II Frame for 96 10ul Low Volume Tip to allow row- or columnwise tip pickup (P/N: 6608647-01),Core2_96_TipSupport_LT_L.rck,ML_STAR\\96CoReHead\\Core2_96_TipSupport_LT_L.rck
136,CORE II TipSupport_300ulStandardVolumeFilterTip,CORE II Frame for 96 300ul Standard Volume Filter Tip to allow row- or columnwise tip pickup (P/N: 6608647-01),Core2_96_TipSupport_ST_Filter_L.rck,ML_STAR\\96CoReHead\\Core2_96_TipSupport_ST_Filter_L.rck
172,CORE II TipSupport_300ulStandardVolumeFilterTip,CORE II Frame for 96 300ul Standard Volume Filter Tip to allow row- or columnwise tip pickup (P/N: 6608647-01),Core2_96_TipSupport_ST_Filter_L.rck,ML_STAR\\96CoReHead\\Core2_96_TipSupport_ST_Filter_L.rck
136,CORE II TipSupport_300ulStandardVolumeTip,CORE II Frame for 96 300ul Standard Volume Tip to allow row- or columnwise tip pickup (P/N: 6608647-01),Core2_96_TipSupport_ST_L.rck,ML_STAR\\96CoReHead\\Core2_96_TipSupport_ST_L.rck
172,CORE II TipSupport_300ulStandardVolumeTip,CORE II Frame for 96 300ul Standard Volume Tip to allow row- or columnwise tip pickup (P/N: 6608647-01),Core2_96_TipSupport_ST_L.rck,ML_STAR\\96CoReHead\\Core2_96_TipSupport_ST_L.rck
182,CORE96DualWashStation_HU_A00,96 CORE head wash station dual chamber (node HU),CORE96DualWashStation_HU_A00.tml,ML_STAR\\96CoReHead\\CORE96DualWashStation_HU_A00.tml
136,CORE96DualWashStation_HU_A00,96 CORE head wash station dual chamber (node HU),CORE96DualWashStation_HU_A00.tml,ML_STAR\\96CoReHead\\CORE96DualWashStation_HU_A00.tml
182,CORE96DualWashStation_HV_A00,96 CORE head wash station dual chamber (node HV),CORE96DualWashStation_HV_A00.tml,ML_STAR\\96CoReHead\\CORE96DualWashStation_HV_A00.tml
136,CORE96DualWashStation_HV_A00,96 CORE head wash station dual chamber (node HV),CORE96DualWashStation_HV_A00.tml,ML_STAR\\96CoReHead\\CORE96DualWashStation_HV_A00.tml
182,CORE96DualWashStation_HW_A00,96 CORE head wash station dual chamber (node HW),CORE96DualWashStation_HW_A00.tml,ML_STAR\\96CoReHead\\CORE96DualWashStation_HW_A00.tml
136,CORE96DualWashStation_HW_A00,96 CORE head wash station dual chamber (node HW),CORE96DualWashStation_HW_A00.tml,ML_STAR\\96CoReHead\\CORE96DualWashStation_HW_A00.tml
168,Core 96 Slide Waste,Tip Chute with Waste for CO-RE 96 Probe Head,Core96SlideWaste.tml,ML_STAR\\96CoReHead\\Core96SlideWaste.tml
136,TipSupport_50ulTip,Frame for 96 50ul Tip to allow row- or columnwise tip pickup,Core96_TipSupport_50ulTip_L.rck,ML_STAR\\96CoReHead\\Core96_TipSupport_50ulTip_L.rck
20005,TipSupport_50ulTip,Frame for 96 50ul Tip to allow row- or columnwise tip pickup,Core96_TipSupport_50ulTip_L.rck,ML_STAR\\96CoReHead\\Core96_TipSupport_50ulTip_L.rck
136,TipSupport_1000ulHighVolumeTip,Frame for 96 1000ul High Volume Tip to allow row- or columnwise tip pickup,Core96_TipSupport_HT_L.rck,ML_STAR\\96CoReHead\\Core96_TipSupport_HT_L.rck
173,TipSupport_1000ulHighVolumeTip,Frame for 96 1000ul High Volume Tip to allow row- or columnwise tip pickup,Core96_TipSupport_HT_L.rck,ML_STAR\\96CoReHead\\Core96_TipSupport_HT_L.rck
136,TipSupport_10ulLowVolumeTip,Frame for 96 10ul Low Volume Tip to allow row- or columnwise tip pickup,Core96_TipSupport_LT_L.rck,ML_STAR\\96CoReHead\\Core96_TipSupport_LT_L.rck
170,TipSupport_10ulLowVolumeTip,Frame for 96 10ul Low Volume Tip to allow row- or columnwise tip pickup,Core96_TipSupport_LT_L.rck,ML_STAR\\96CoReHead\\Core96_TipSupport_LT_L.rck
136,TipSupport_300ulStandardVolumeTip,Frame for 96 300ul Standard Volume Tip to allow row- or columnwise tip pickup,Core96_TipSupport_ST_L.rck,ML_STAR\\96CoReHead\\Core96_TipSupport_ST_L.rck
172,TipSupport_300ulStandardVolumeTip,Frame for 96 300ul Standard Volume Tip to allow row- or columnwise tip pickup,Core96_TipSupport_ST_L.rck,ML_STAR\\96CoReHead\\Core96_TipSupport_ST_L.rck
182,CORE_HU_96WashStation_A00,96 CORE head wash station (node HU),CORE_HU_96WashStation_A00.tml,ML_STAR\\96CoReHead\\CORE_HU_96WashStation_A00.tml
136,CORE_HU_96WashStation_A00,96 CORE head wash station (node HU),CORE_HU_96WashStation_A00.tml,ML_STAR\\96CoReHead\\CORE_HU_96WashStation_A00.tml
182,CORE_HV_96WashStation_A00,96 CORE head wash station (node HV),CORE_HV_96WashStation_A00.tml,ML_STAR\\96CoReHead\\CORE_HV_96WashStation_A00.tml
136,CORE_HV_96WashStation_A00,96 CORE head wash station (node HV),CORE_HV_96WashStation_A00.tml,ML_STAR\\96CoReHead\\CORE_HV_96WashStation_A00.tml
182,CORE_HW_96WashStation_A00,96 CORE head wash station (node HW),CORE_HW_96WashStation_A00.tml,ML_STAR\\96CoReHead\\CORE_HW_96WashStation_A00.tml
136,CORE_HW_96WashStation_A00,96 CORE head wash station (node HW),CORE_HW_96WashStation_A00.tml,ML_STAR\\96CoReHead\\CORE_HW_96WashStation_A00.tml
40005,CO-RE 96 TADM Head tightness,Tool to check the tighness of CO-RE 96 TADM Head,Tadm96HeadTightnessTool.rck,ML_STAR\\96CoReHead\\Tadm96HeadTightnessTool.rck
20010,AutoLys Cap Waste Rack,Waste definition for AutoLys Cap (fits to standard tip waste),AutoLysCapWaste.rck,ML_STAR\\AutoLys\\AutoLysCapWaste.rck
20010,AutoLys Inner Tube Waste Rack,Waste definition for AutoLys Inner Tube (fits to standard tip waste),AutoLysInnerTubeWaste.rck,ML_STAR\\AutoLys\\AutoLysInnerTubeWaste.rck
20010,AutoLys Tube Waste Rack,Waste definition for AutoLys Tube (fits to standard tip waste),AutoLysTubeWaste.rck,ML_STAR\\AutoLys\\AutoLysTubeWaste.rck
1017,AutoLys HHS Adapter,Rack definition for 24 Autolys tubes on a Hamilton Heater Shaker,Ham_24_Adp_HHS-AutoLys_A00.rck,ML_STAR\\AutoLys\\Ham_24_Adp_HHS-AutoLys_A00.rck
20010,AutoLys HHS Adapter,Rack definition for 24 Autolys tubes on a Hamilton Heater Shaker,Ham_24_Adp_HHS-AutoLys_A00.rck,ML_STAR\\AutoLys\\Ham_24_Adp_HHS-AutoLys_A00.rck
20010,AutoLys Rack,Rack definition for 24 AutoLys tubes,Ham_24_TuR_AutoLys_A00.rck,ML_STAR\\AutoLys\\Ham_24_TuR_AutoLys_A00.rck
1018,,Carrier with 4 Hamilton Heater Shakers 3.0mm with AutoLys adapters,PLT_CAR_L4_HHS-ALT_A00.tml,ML_STAR\\AutoLys\\PLT_CAR_L4_HHS-ALT_A00.tml
20010,,Carrier with 4 Hamilton Heater Shakers 3.0mm with AutoLys adapters,PLT_CAR_L4_HHS-ALT_A00.tml,ML_STAR\\AutoLys\\PLT_CAR_L4_HHS-ALT_A00.tml
184,PLT_CAR_L5_ALT_A00,Deep well carrier with five AutoLys tube racks,PLT_CAR_L5_ALT_A00.tml,ML_STAR\\AutoLys\\PLT_CAR_L5_ALT_A00.tml
153,BVS_Shaker0_A00,,BVS_Shaker0_A00.tml,ML_STAR\\BVS\\BVS_Shaker0_A00.tml
176,BVS_Shaker0_A00,,BVS_Shaker0_A00.tml,ML_STAR\\BVS\\BVS_Shaker0_A00.tml
153,BVS_Shaker1_Pos1_A00,,BVS_Shaker1_Pos1_A00.tml,ML_STAR\\BVS\\BVS_Shaker1_Pos1_A00.tml
176,BVS_Shaker1_Pos1_A00,,BVS_Shaker1_Pos1_A00.tml,ML_STAR\\BVS\\BVS_Shaker1_Pos1_A00.tml
153,BVS_Shaker1_Pos2_A00,,BVS_Shaker1_Pos2_A00.tml,ML_STAR\\BVS\\BVS_Shaker1_Pos2_A00.tml
176,BVS_Shaker1_Pos2_A00,,BVS_Shaker1_Pos2_A00.tml,ML_STAR\\BVS\\BVS_Shaker1_Pos2_A00.tml
153,BVS_Shaker2_A00,,BVS_Shaker2_A00.tml,ML_STAR\\BVS\\BVS_Shaker2_A00.tml
176,BVS_Shaker2_A00,,BVS_Shaker2_A00.tml,ML_STAR\\BVS\\BVS_Shaker2_A00.tml
169,COREGripTool AtWaste 1000ul,,COREGripTool_AtWaste_1000ul.rck,ML_STAR\\CO-RE-Grip\\COREGripTool_AtWaste_1000ul.rck
169,CORE Grip Tool (landscape),Rack with gripping tool for CORE grip tool (landscape),COREGripTool_L.rck,ML_STAR\\CO-RE-Grip\\COREGripTool_L.rck
169,COREGripTool OnWaste 1000ul,,COREGripTool_OnWaste_1000ul.rck,ML_STAR\\CO-RE-Grip\\COREGripTool_OnWaste_1000ul.rck
169,COREGripTool OnWaste 5ml,,COREGripTool_OnWaste_5ml.rck,ML_STAR\\CO-RE-Grip\\COREGripTool_OnWaste_5ml.rck
169,CORE Gripper tool (portrait),Rack with gripping tool for CORE grip tool (portrait),COREGripTool_P.rck,ML_STAR\\CO-RE-Grip\\COREGripTool_P.rck
169,Quad CORE Grip Tool (Deep),Quad CORE Grip Tool (Deep) (99630-01) on saddle (99631-01),QCG (Deep).rck,ML_STAR\\CO-RE-Grip\\QCG (Deep).rck
40002,Quad CORE Grip Tool (Deep),Quad CORE Grip Tool (Deep) (99630-01) on saddle (99631-01),QCG (Deep).rck,ML_STAR\\CO-RE-Grip\\QCG (Deep).rck
169,Quad CORE Grip Tool 2T Mount,Quad CORE Grip Tool 2T Mount (96062-01),QCG 2T Mount.tml,ML_STAR\\CO-RE-Grip\\QCG 2T Mount.tml
40002,Quad CORE Grip Tool 2T Mount,Quad CORE Grip Tool 2T Mount (96062-01),QCG 2T Mount.tml,ML_STAR\\CO-RE-Grip\\QCG 2T Mount.tml
169,Quad CORE Grip Tool,Quad CORE Grip Tool (95500-01) on saddle (95944-01),QCG.rck,ML_STAR\\CO-RE-Grip\\QCG.rck
40002,Quad CORE Grip Tool,Quad CORE Grip Tool (95500-01) on saddle (95944-01),QCG.rck,ML_STAR\\CO-RE-Grip\\QCG.rck
40003,5ml teaching needle,Configurable 5ml needle block for waste,TeachingNeedleBlock_5ml.rck,ML_STAR\\CORE\\TeachingNeedleBlock_5ml.rck
40003,1ml teaching needles,Configurable 4 block for Universal waste,TeachingNeedleBlock_VStar_4.rck,ML_STAR\\CORE\\TeachingNeedleBlock_VStar_4.rck
40001,Active Side Waste,Vantage active side waste with Teaching Needle Blocks,VStarActiveWaste.tml,ML_STAR\\CORE\\VStarActiveWaste.tml
40001,Drop Side Waste,Vantage drop side waste,VStarSideDropWaste.tml,ML_STAR\\CORE\\VStarSideDropWaste.tml
40001,2T Waste (1000uL + 5mL + MagPip),Vantage 2T drop waste used for 1000uL\, 5mL and MagPip channels with Teaching Needle Blocks,VStarWasteBlock_2T_1000uL-5mL-Mag_Config.tml,ML_STAR\\CORE\\VStarWasteBlock_2T_1000uL-5mL-Mag_Config.tml
40001,2T Waste (1000uL + 5mL),Vantage 2T drop waste used for 1000uL and 5mL channels with Teaching Needle Blocks,VStarWasteBlock_2T_1000uL-5mL_Config.tml,ML_STAR\\CORE\\VStarWasteBlock_2T_1000uL-5mL_Config.tml
40001,2T Waste (1000uL + MagPip),Vantage 2T drop waste used for 1000uL and MagPip channels with Teaching Needle Blocks,VStarWasteBlock_2T_1000uL-Mag_Config.tml,ML_STAR\\CORE\\VStarWasteBlock_2T_1000uL-Mag_Config.tml
40001,2T Waste (5mL),Vantage 2T drop waste used for 5mL channels with Teaching Needle Blocks,VStarWasteBlock_2T_5mL_Config.tml,ML_STAR\\CORE\\VStarWasteBlock_2T_5mL_Config.tml
40001,2T Waste (1000uL),Vantage 2T drop waste used for 1000uL channels with Teaching Needle Blocks,VStarWasteBlock_2T_Config.tml,ML_STAR\\CORE\\VStarWasteBlock_2T_Config.tml
40001,Universal Waste,Vantage universal waste with configurable teaching needle blocks,VStarWasteBlock_Config.tml,ML_STAR\\CORE\\VStarWasteBlock_Config.tml
169,PLT_DAT_L10AC_A01,Deck template for 10 AC plates,PLT_DAT_L10AC_A01.tml,ML_STAR\\DECK-ADAPTOR-TEMPLATES\\PLT_DAT_L10AC_A01.tml
169,PLT_DAT_L10MD_A01,Deck template for 10 landscape plates,PLT_DAT_L10MD_A01.tml,ML_STAR\\DECK-ADAPTOR-TEMPLATES\\PLT_DAT_L10MD_A01.tml
169,PLT_DAT_L10_960_A01,Deck Template for 10 landscape plates,PLT_DAT_L10_960_A01.tml,ML_STAR\\DECK-ADAPTOR-TEMPLATES\\PLT_DAT_L10_960_A01.tml
169,PLT_DAT_P6AC_A01,Deck template for 6 AC portrait plates,PLT_DAT_P6AC_A01.tml,ML_STAR\\DECK-ADAPTOR-TEMPLATES\\PLT_DAT_P6AC_A01.tml
153,,Carrier with 4 Hamilton heater shaker for flatt bottom mtp,PLT_CAR_L4HHS_05_FLB_MD_A00.tml,ML_STAR\\HamHeaterShaker\\PLT_CAR_L4HHS_05_FLB_MD_A00.tml
153,,Carrier with 4 Hamilton heater shaker for flatt bottom mtp,PLT_CAR_L4HHS_15_FLB_MD_A00.tml,ML_STAR\\HamHeaterShaker\\PLT_CAR_L4HHS_15_FLB_MD_A00.tml
153,,Carrier with 4 Hamilton heater shaker for flatt bottom mtp,PLT_CAR_L4HHS_20_FLB_MD_A00.tml,ML_STAR\\HamHeaterShaker\\PLT_CAR_L4HHS_20_FLB_MD_A00.tml
153,,Carrier with 4 Hamilton heater shaker for flatt bottom mtp,PLT_CAR_L4HHS_30_FLB_MD_A00.tml,ML_STAR\\HamHeaterShaker\\PLT_CAR_L4HHS_30_FLB_MD_A00.tml
40005,MagPip tool,Rack with MagPip maintenance tool,MagPipMaintenanceTool.rck,ML_STAR\\Maintenance\\MagPipMaintenanceTool.rck
1003,,Multiflex module for a 96 2D barcoded Matrix storage tubes rack with 1.4ml tubes in downholder module SN 188313 (Portrait),Rack - Matrix 1.4mL DH (Portrait).rck,ML_STAR\\MFXCreation\\Rack - Matrix 1.4mL DH (Portrait).rck
1006,,Multiflex module for a 96 2D barcoded Matrix storage tubes rack with 1.4ml tubes in downholder module SN 188313 (Portrait),Rack - Matrix 1.4mL DH (Portrait).rck,ML_STAR\\MFXCreation\\Rack - Matrix 1.4mL DH (Portrait).rck
1003,,Multiflex module for a 96 2D barcoded Matrix storage tubes rack with 1.4ml tubes in downholder module SN 188313,Rack - Matrix 1.4mL DH.rck,ML_STAR\\MFXCreation\\Rack - Matrix 1.4mL DH.rck
1006,,Multiflex module for a 96 2D barcoded Matrix storage tubes rack with 1.4ml tubes in downholder module SN 188313,Rack - Matrix 1.4mL DH.rck,ML_STAR\\MFXCreation\\Rack - Matrix 1.4mL DH.rck
20003,ServiceCarrier,Service Carrier for Nano Dispenser,service_carrier.tml,ML_STAR\\Nano\\service_carrier.tml
144,PLT_CAR_L5AC_P_A00,Carrier with pin for 5 Hamilton 96 Deep Well Plates ,PLT_CAR_L5AC_P_A00.tml,ML_STAR\\PLATE\\PLT_CAR_L5AC_P_A00.tml
144,PLT_CAR_P3LI_A00,Carrier for 3 Limbro Plates portrait,PLT_CAR_P3LI_A00.tml,ML_STAR\\PLATE\\PLT_CAR_P3LI_A00.tml
1008,RGT 20mL\, black\, no lid,Reagent Container 20mL\, black\, no lid\, PN: 10161050 Hamilton,RGT_20mL_Container_black.rck,ML_STAR\\Reagent\\RGT_20mL_Container_black.rck
1008,RGT 20mL\, natural color\, no lid,Reagent Container 20mL\, natural color\, no lid\, PN: 10161052 Hamilton,RGT_20mL_Container_natural.rck,ML_STAR\\Reagent\\RGT_20mL_Container_natural.rck
1008,Lid for RGT 20mL\, black,Lid for Reagent Container 20mL\, black\, Hamilton,RGT_20mL_Lid_black.rck,ML_STAR\\Reagent\\RGT_20mL_Lid_black.rck
1008,Lid for RGT 20mL\, natural color,Lid for Reagent Container 20mL\, natural color\, Hamilton,RGT_20mL_Lid_natural.rck,ML_STAR\\Reagent\\RGT_20mL_Lid_natural.rck
145,RGT_CAR_1R400_A00,Carrier for 1 Reagent Container 400ml,RGT_CAR_1R400_A00.tml,ML_STAR\\Reagent\\RGT_CAR_1R400_A00.tml
145,RGT_CAR_3R120_B00,Carrier for 3 Reagent Containers 120ml [revision B00],RGT_CAR_3R120_B00.tml,ML_STAR\\Reagent\\RGT_CAR_3R120_B00.tml
145,RGT_CAR_3R120_B00,Empty Carrier for 3 Reagent Containers 120ml [revision B00],RGT_CAR_3R120_B00_empty.tml,ML_STAR\\Reagent\\RGT_CAR_3R120_B00_empty.tml
145,RGT_CAR_3R_A00,Carrier for 3 Reagent Containers 120ml [revision 00],RGT_CAR_3R_A00.tml,ML_STAR\\Reagent\\RGT_CAR_3R_A00.tml
145,RGT_CAR_3R_A01,Carrier for 3 Reagent Containers 120ml [revision 01],RGT_CAR_3R_A01.tml,ML_STAR\\Reagent\\RGT_CAR_3R_A01.tml
145,RGT_CAR_4R100_A00,Carrier for 4 Reagent Containers 100ml [revision 00],RGT_CAR_4R100_A00.tml,ML_STAR\\Reagent\\RGT_CAR_4R100_A00.tml
145,RGT_CAR_4R200_A00,Carrier for Reagent Container 200ml,RGT_CAR_4R200_A00.tml,ML_STAR\\Reagent\\RGT_CAR_4R200_A00.tml
145,RGT_CAR_4R200_B00,Carrier for Reagent Container 200ml,RGT_CAR_4R200_B00.tml,ML_STAR\\Reagent\\RGT_CAR_4R200_B00.tml
145,RGT_CAR_5R60_A00,Carrier for 5 Reagent Containers 60ml  [revision 00],RGT_CAR_5R60_A00.tml,ML_STAR\\Reagent\\RGT_CAR_5R60_A00.tml
145,RGT_CAR_5R60_A00 with 20mL RGT+Lids\, black,Reagent Container Carrier PN: 194057 Hamilton: with 5 Reagent Containers 20mL with lids\, black\, PN: 10161053 Hamilton,RGT_CAR_5R60_A00_Container+Lid_black.tml,ML_STAR\\Reagent\\RGT_CAR_5R60_A00_Container+Lid_black.tml
145,RGT_CAR_5R60_A00 with 20mL RGT+Lids\, natural color,Reagent Container Carrier PN: 194057 Hamilton: with 5 Reagent Containers 20mL with lids\, natural color\, PN: 10161051 Hamilton,RGT_CAR_5R60_A00_Container+Lid_natural.tml,ML_STAR\\Reagent\\RGT_CAR_5R60_A00_Container+Lid_natural.tml
145,RGT_CAR_5R60_A00,Empty Carrier for 5 Reagent Containers 60ml  [revision 00],RGT_CAR_5R60_A00_empty.tml,ML_STAR\\Reagent\\RGT_CAR_5R60_A00_empty.tml
152,PLT_CAR_L4ST_B00_LOW_4X5,Stack carrier with 4 empty plate stacks for 5 plates,PLT_CAR_L4ST_B00.tml,ML_STAR\\Stack\\PLT_CAR_L4ST_B00.tml
152,PLT_CAR_L4ST_B00_LOW_4X5_Nunc96,Stack carrier with 4 stacks\, preloaded with 5 Nunc 96 plates per stack,PLT_CAR_L4ST_B00_4x5_Nunc96.tml,ML_STAR\\Stack\\PLT_CAR_L4ST_B00_4x5_Nunc96.tml
152,PLT_CAR_L4ST_C00_HIGH_4X4,Stack carrier with 4 empty plate stacks for 4 plates on a platform,PLT_CAR_L4ST_C00.tml,ML_STAR\\Stack\\PLT_CAR_L4ST_C00.tml
152,PLT_CAR_L4ST_A00_HIGH_4X5,Stack carrier with 4 stacks for 5 plates on a platform,PLT_CAR_L4ST_HIGH_A00.tml,ML_STAR\\Stack\\PLT_CAR_L4ST_HIGH_A00.tml
152,PLT_CAR_L4ST_A00_HIGH_4X5_Nunc96,Stack carrier with 4 stacks\, preloaded with 5 Nunc 96 plates per stack (on a platform),PLT_CAR_L4ST_HIGH_A00_4x5_Nunc96.tml,ML_STAR\\Stack\\PLT_CAR_L4ST_HIGH_A00_4x5_Nunc96.tml
152,PLT_CAR_L4ST_A00_LOW_4X9,Stack carrier with 4 stacks for 9 plates (platform removed),PLT_CAR_L4ST_LOW_A00.tml,ML_STAR\\Stack\\PLT_CAR_L4ST_LOW_A00.tml
152,PLT_CAR_L4ST_A00_LOW_4X9_Nunc96,Stack carrier with 4 stacks\, preloaded with 9 Nunc 96 plates per stack,PLT_CAR_L4ST_LOW_A00_4x9_Nunc96.tml,ML_STAR\\Stack\\PLT_CAR_L4ST_LOW_A00_4x9_Nunc96.tml
169,COREGripTool_forTipBox_OnWaste_1000ul,,COREGripTool_forTipBox_OnWaste_1000ul.rck,ML_STAR\\Tip Boxes\\COREGripTool_forTipBox_OnWaste_1000ul.rck
173,Tip Box 1000ul black,Hamilton Tip Box with 1000 uL black tips,Ham_MLTipBox_1000.rck,ML_STAR\\Tip Boxes\\Ham_MLTipBox_1000.rck
173,Tip Box 1000 µl conductive for Entry Exit,Hamilton Tip Box with 96 1000 µl conductive tips for Entry Exit,Ham_MLTipBox_1000_EntryExit.rck,ML_STAR\\Tip Boxes\\Ham_MLTipBox_1000_EntryExit.rck
151,Tip Box Carrier Base,This carrier fits 1mL tip boxes,Ham_MLTipBox_Car_Base_1mL_A00.tml,ML_STAR\\Tip Boxes\\Ham_MLTipBox_Car_Base_1mL_A00.tml
