filename,labware_class,labware_subclass,manufacturer,total_positions,rows,columns,orientation,well_max_volume_ul,well_depth_mm,well_bottom_shape,well_top_shape,well_dx_mm,well_dy_mm,well_spacing_dx_mm,well_spacing_dy_mm,rack_dx_mm,rack_dy_mm,rack_dz_mm,stack_height_mm,connected_container,clld_capable,container_file,display_name,description,category_ids,category_names,vendor_folder,relative_path,data_type,read_only,file_type
COREGripTool_forTipBox_OnWaste_1000ul.rck,tip_rack,,Hamilton,2,0,0,n/a,1800.7,31.0,flat,round,8.6,8.6,9.0,9.0,39.0,61.0,24.0,0.0,No,Yes,ML_STAR\\Tip Boxes\\coregriptool_fortipbox_onwaste_1000ul.ctr,COREGripTool_forTipBox_OnWaste_1000ul,,169,ML STAR Tools,ML_STAR,ML_STAR/Tip Boxes/COREGripTool_forTipBox_OnWaste_1000ul.rck,3,Yes,rck
COREPaddlesTipBoxOnLongWaste.rck,tip_rack,1000ul,Hamilton,2,2,1,n/a,1742.6,30.0,flat,round,8.6,8.6,0.0,36.21,8.6,37.81,30.5,0.0,No,No,Nimbus\\Channels\\coregriptool.ctr,"Tip Box CORE Paddles on High Density Waste, 1ml",Tip Box CORE Paddles for 1ml Channels on a High Density Waste,30008,Nimbus CORE-Tools,Nimbus,Nimbus/Channels/COREPaddlesTipBoxOnLongWaste.rck,2,Yes,rck
Core2_96_TipSupport_50ulTipFilter_L.rck,tip_rack,10ul,Hamilton,96,8,12,landscape,835.8,50.4,flat,round,6.8,6.8,9.0,9.0,122.4,82.6,23.8,0.0,No,No,ML_STAR\\96COREHEAD\\core96_tipsupport_50ultip.ctr,CORE II TipSupport_50ulTipFilter,CORE II Frame for 96 50ul filtered tips to allow row- or columnwise tip pickup (P/N: 6608647-01),136;20005,ML STAR 96 CO-RE head;50ul Tips,ML_STAR,ML_STAR/96CoReHead/Core2_96_TipSupport_50ulTipFilter_L.rck,2,Yes,rck
Core2_96_TipSupport_50ulTip_L.rck,tip_rack,10ul,Hamilton,96,8,12,landscape,835.8,50.4,flat,round,6.8,6.8,9.0,9.0,122.4,82.6,23.8,0.0,No,No,ML_STAR\\96COREHEAD\\core96_tipsupport_50ultip.ctr,CORE II TipSupport_50ulTip,CORE II Frame for 96 50ul Tip to allow row- or columnwise tip pickup (P/N: 6608647-01),136;20005,ML STAR 96 CO-RE head;50ul Tips,ML_STAR,ML_STAR/96CoReHead/Core2_96_TipSupport_50ulTip_L.rck,2,Yes,rck
Core2_96_TipSupport_HT_Filter_L.rck,tip_rack,1000ul,Hamilton,96,8,12,landscape,1509.0,95.0,flat,round,6.8,6.8,9.0,9.0,122.4,82.6,16.8,0.0,No,No,ML_STAR\\96CoReHead\\core96_tipsupport_ht_l.ctr,CORE II TipSupport_1000ulHighVolumeFilterTip,CORE II Frame for 96 1000ul High Volume Filter Tip to allow row- or columnwise tip pickup (P/N: 6608647-01),136;173,ML STAR 96 CO-RE head;1000ul High Volume Tips,ML_STAR,ML_STAR/96CoReHead/Core2_96_TipSupport_HT_Filter_L.rck,2,Yes,rck
Core2_96_TipSupport_HT_L.rck,tip_rack,1000ul,Hamilton,96,8,12,landscape,1509.0,95.0,flat,round,6.8,6.8,9.0,9.0,122.4,82.6,16.8,0.0,No,No,ML_STAR\\96COREHEAD\\core96_tipsupport_ht_l.ctr,CORE II TipSupport_1000ulHighVolumeTip,CORE II Frame for 96 1000ul High Volume Tip to allow row- or columnwise tip pickup (P/N: 6608647-01),136;173,ML STAR 96 CO-RE head;1000ul High Volume Tips,ML_STAR,ML_STAR/96CoReHead/Core2_96_TipSupport_HT_L.rck,2,Yes,rck
Core2_96_TipSupport_LT_Filter_L.rck,tip_rack,10ul,Hamilton,96,8,12,landscape,521.8,30.0,flat,round,6.8,6.8,9.0,9.0,122.4,82.6,23.8,0.0,No,No,ML_STAR\\96CoReHead\\core96_tipsupport_lt_l.ctr,CORE II TipSupport_10ulLowVolumeFilterTip,CORE II Frame for 96 10ul Low Volume Filter Tip to allow row- or columnwise tip pickup (P/N: 6608647-01),136;170,ML STAR 96 CO-RE head;10ul Low Volume Tips,ML_STAR,ML_STAR/96CoReHead/Core2_96_TipSupport_LT_Filter_L.rck,2,Yes,rck
Core2_96_TipSupport_LT_L.rck,tip_rack,10ul,Hamilton,96,8,12,landscape,521.8,30.0,flat,round,6.8,6.8,9.0,9.0,122.4,82.6,23.8,0.0,No,No,ML_STAR\\96COREHEAD\\core96_tipsupport_lt_l.ctr,CORE II TipSupport_10ulLowVolumeTip,CORE II Frame for 96 10ul Low Volume Tip to allow row- or columnwise tip pickup (P/N: 6608647-01),136;170,ML STAR 96 CO-RE head;10ul Low Volume Tips,ML_STAR,ML_STAR/96CoReHead/Core2_96_TipSupport_LT_L.rck,2,Yes,rck
Core2_96_TipSupport_ST_Filter_L.rck,tip_rack,300ul,Hamilton,96,8,12,landscape,959.2,60.0,flat,round,6.8,6.8,9.0,9.0,122.4,82.6,23.8,0.0,No,No,ML_STAR\\96CoReHead\\core96_tipsupport_st_l.ctr,CORE II TipSupport_300ulStandardVolumeFilterTip,CORE II Frame for 96 300ul Standard Volume Filter Tip to allow row- or columnwise tip pickup (P/N: 6608647-01),136;172,ML STAR 96 CO-RE head;300ul Standard Volume Tips,ML_STAR,ML_STAR/96CoReHead/Core2_96_TipSupport_ST_Filter_L.rck,2,Yes,rck
Core2_96_TipSupport_ST_L.rck,tip_rack,300ul,Hamilton,96,8,12,landscape,959.2,60.0,flat,round,6.8,6.8,9.0,9.0,122.4,82.6,23.8,0.0,No,No,ML_STAR\\96COREHEAD\\core96_tipsupport_st_l.ctr,CORE II TipSupport_300ulStandardVolumeTip,CORE II Frame for 96 300ul Standard Volume Tip to allow row- or columnwise tip pickup (P/N: 6608647-01),136;172,ML STAR 96 CO-RE head;300ul Standard Volume Tips,ML_STAR,ML_STAR/96CoReHead/Core2_96_TipSupport_ST_L.rck,2,Yes,rck
Core96_TipSupport_50ulTip_L.rck,tip_rack,10ul,Hamilton,96,8,12,landscape,835.8,50.4,flat,round,6.8,6.8,9.0,9.0,122.4,82.6,20.0,0.0,No,No,ML_STAR\\96CoReHead\\core96_tipsupport_50ultip.ctr,TipSupport_50ulTip,Frame for 96 50ul Tip to allow row- or columnwise tip pickup,136;20005,ML STAR 96 CO-RE head;50ul Tips,ML_STAR,ML_STAR/96CoReHead/Core96_TipSupport_50ulTip_L.rck,2,Yes,rck
Core96_TipSupport_HT_L.rck,tip_rack,1000ul,Hamilton,96,8,12,landscape,1509.0,95.0,flat,round,6.8,6.8,9.0,9.0,122.4,82.6,13.0,0.0,No,No,ML_STAR\\96CoReHead\\core96_tipsupport_ht_l.ctr,TipSupport_1000ulHighVolumeTip,Frame for 96 1000ul High Volume Tip to allow row- or columnwise tip pickup,136;173,ML STAR 96 CO-RE head;1000ul High Volume Tips,ML_STAR,ML_STAR/96CoReHead/Core96_TipSupport_HT_L.rck,2,Yes,rck
Core96_TipSupport_LT_L.rck,tip_rack,10ul,Hamilton,96,8,12,landscape,521.8,30.0,flat,round,6.8,6.8,9.0,9.0,122.4,82.6,20.0,0.0,No,No,ML_STAR\\96CoReHead\\core96_tipsupport_lt_l.ctr,TipSupport_10ulLowVolumeTip,Frame for 96 10ul Low Volume Tip to allow row- or columnwise tip pickup,136;170,ML STAR 96 CO-RE head;10ul Low Volume Tips,ML_STAR,ML_STAR/96CoReHead/Core96_TipSupport_LT_L.rck,2,Yes,rck
Core96_TipSupport_ST_L.rck,tip_rack,300ul,Hamilton,96,8,12,landscape,959.2,60.0,flat,round,6.8,6.8,9.0,9.0,122.4,82.6,20.0,0.0,No,No,ML_STAR\\96CoReHead\\core96_tipsupport_st_l.ctr,TipSupport_300ulStandardVolumeTip,Frame for 96 300ul Standard Volume Tip to allow row- or columnwise tip pickup,136;172,ML STAR 96 CO-RE head;300ul Standard Volume Tips,ML_STAR,ML_STAR/96CoReHead/Core96_TipSupport_ST_L.rck,2,Yes,rck
HTF_L.rck,tip_rack,1000ul,Hamilton,96,8,12,landscape,1509.0,95.0,flat,round,6.8,6.8,9.0,9.0,122.4,82.6,20.0,0.0,No,No,ML_STAR\\ht.ctr,1000ul High Volume Tip with filter,Rack with 96 1000ul High Volume Tip with filter,173,1000ul High Volume Tips,ML_STAR,ML_STAR/HTF_L.rck,2,Yes,rck
HT_L.rck,tip_rack,1000ul,Hamilton,96,8,12,landscape,1509.0,95.0,flat,round,6.8,6.8,9.0,9.0,122.4,82.6,20.0,0.0,No,No,ML_STAR\\ht.ctr,1000ul High Volume Tip,Rack with 96 1000ul High Volume Tip,173,1000ul High Volume Tips,ML_STAR,ML_STAR/HT_L.rck,2,Yes,rck
Ham_FTR_10.rck,tip_rack,10ul,Hamilton,96,8,12,n/a,520.6,29.9,flat,round,6.8,6.8,9.0,9.0,122.4,82.6,11.5,13.5,No,Yes,Nimbus\\Tip Racks\\tip_10ul.ctr,black 10ul,Hamilton Frame Tip Rack: 10 uL black tips,30009,10uL,Nimbus,Nimbus/Tip Racks/Ham_FTR_10.rck,2,Yes,rck
Ham_FTR_1000.rck,tip_rack,1000ul,Hamilton,96,8,12,n/a,1510.3,95.1,flat,round,6.8,6.8,9.0,9.0,122.4,82.6,11.5,0.0,No,Yes,Nimbus\\Tip Racks\\tip_1000ul.ctr,1000ul black,Hamilton Frame Tip Rack: 1000ul black tips,30012,1mL,Nimbus,Nimbus/Tip Racks/Ham_FTR_1000.rck,2,Yes,rck
Ham_FTR_1000Wide1-2.rck,tip_rack,1000ul,Hamilton,96,8,12,n/a,1465.8,91.8,flat,round,6.8,6.8,9.0,9.0,122.4,82.6,11.5,0.0,No,No,Nimbus\\Tip Racks\\tip_1.2mm1000ul.ctr,1000ul black1.2mm  wide bore tips,Hamilton Frame Tip Rack: 1000ul black1.2mm wide bore tips,30012,1mL,Nimbus,Nimbus/Tip Racks/Ham_FTR_1000Wide1-2.rck,2,Yes,rck
Ham_FTR_1000Wide3-2.rck,tip_rack,1000ul,Hamilton,96,8,12,n/a,1308.1,80.1,flat,round,6.8,6.8,9.0,9.0,122.4,82.6,11.5,0.0,No,Yes,ML_STAR\\WideBoreTips\\Tip_3.2mm1000uL.ctr,1000ul High Volume 3.2mm Wide Bore Tip,Rack with 96 1000ul High Volume 3.2mm wide bore tip,173,1000ul High Volume Tips,ML_STAR,ML_STAR/WideBoreTips/Ham_FTR_1000Wide3-2.rck,2,Yes,rck
Ham_FTR_1000Wide3-2.rck,tip_rack,1000ul,Hamilton,96,8,12,n/a,0.0,0.0,,,0.0,0.0,9.0,9.0,122.4,82.6,11.5,0.0,No,No,Nimbus\\Tip Racks\\tip_3.2mm1000ul.ctr,1000ul black3.2mm  wide bore tips,Hamilton Frame Tip Rack: 1000ul black3.2mm wide bore tips,30012,1mL,Nimbus,Nimbus/Tip Racks/Ham_FTR_1000Wide3-2.rck,2,Yes,rck
Ham_FTR_1000Wide3-2_Filter.rck,tip_rack,1000ul,Hamilton,96,8,12,n/a,1308.1,80.1,flat,round,6.8,6.8,9.0,9.0,122.4,82.6,11.5,0.0,No,Yes,ML_STAR\\WideBoreTips\\Tip_3.2mm1000uL.ctr,1000ul High Volume 3.2mm Wide Bore Tip with Filter,Rack with 96 1000ul High Volume 3.2mm wide bore tip with filter,173,1000ul High Volume Tips,ML_STAR,ML_STAR/WideBoreTips/Ham_FTR_1000Wide3-2_Filter.rck,2,Yes,rck
Ham_FTR_1000Wide3-2_Sterile.rck,tip_rack,1000ul,Hamilton,96,8,12,n/a,1308.1,80.1,flat,round,6.8,6.8,9.0,9.0,122.4,82.6,11.5,0.0,No,Yes,ML_STAR\\WideBoreTips\\Tip_3.2mm1000uL.ctr,1000ul High Volume 3.2mm Wide Bore Tip Sterile,Rack with 96 1000ul High Volume 3.2mm wide bore sterile tip,173,1000ul High Volume Tips,ML_STAR,ML_STAR/WideBoreTips/Ham_FTR_1000Wide3-2_Sterile.rck,2,Yes,rck
Ham_FTR_1000Wide3-2_Sterile.rck,tip_rack,1000ul,Hamilton,96,8,12,n/a,0.0,0.0,,,0.0,0.0,9.0,9.0,122.4,82.6,11.5,0.0,No,No,Nimbus\\Tip Racks\\tip_3.2mm1000ul.ctr,1000ul black3.2mm sterile wide bore tips,Hamilton Frame Tip Rack: 1000ul black3.2mm sterile wide bore tips,30012,1mL,Nimbus,Nimbus/Tip Racks/Ham_FTR_1000Wide3-2_Sterile.rck,2,Yes,rck
Ham_FTR_300.rck,tip_rack,300ul,Hamilton,96,8,12,n/a,957.9,59.9,flat,round,6.8,6.8,9.0,9.0,122.4,82.6,11.5,0.0,No,Yes,Nimbus\\Tip Racks\\tip_300ul.ctr,black 300ul,Hamilton Frame Tip Rack: 300 uL black tips,30011,300uL,Nimbus,Nimbus/Tip Racks/Ham_FTR_300.rck,2,Yes,rck
Ham_FTR_300Slim.rck,tip_rack,slim_tip,Hamilton,96,8,12,n/a,1456.2,95.0,flat,round,6.8,6.8,9.0,9.0,122.4,82.6,11.5,0.0,No,Yes,Nimbus\\Tip Racks\\tip_300ulslim.ctr,black 300ul Slim,Hamilton Frame Tip Rack: 300 uL slim  black tips,30011,300uL,Nimbus,Nimbus/Tip Racks/Ham_FTR_300Slim.rck,2,Yes,rck
Ham_FTR_300Wide0-71.rck,tip_rack,300ul,Hamilton,96,8,12,n/a,927.1,57.5,flat,round,6.8,6.8,9.0,9.0,122.4,82.6,11.5,0.0,No,No,ML_STAR\\WideBoreTips\\Tip_0.71mm300uL.ctr,300ul Standard Volume 0.71mm Wide Bore Tip,Rack with 96 300ul Standard Volume 0.71mm wide bore black tips,172,300ul Standard Volume Tips,ML_STAR,ML_STAR/WideBoreTips/Ham_FTR_300Wide0-71.rck,2,Yes,rck
Ham_FTR_300Wide0-71.rck,tip_rack,300ul,Hamilton,96,8,12,n/a,927.1,57.5,flat,round,6.8,6.8,9.0,9.0,122.4,82.6,11.5,0.0,No,No,Nimbus\\Tip Racks\\tip_0.71mm300ul.ctr,black 300ul 0.71mm wide bore,Hamilton FrameTip Rack: 300ul 0.71mm wide bore black tips,30011,300uL,Nimbus,Nimbus/Tip Racks/Ham_FTR_300Wide0-71.rck,2,Yes,rck
Ham_FTR_300Wide0-71_Filter.rck,tip_rack,300ul,Hamilton,96,8,12,n/a,927.1,57.5,flat,round,6.8,6.8,9.0,9.0,122.4,82.6,11.5,0.0,No,No,ML_STAR\\WideBoreTips\\Tip_0.71mm300uL.ctr,300ul Standard Volume 0.71mm Wide Bore Tip with Filter,Rack with 96 300ul Standard Volume 0.71mm wide bore black tips with filter,172,300ul Standard Volume Tips,ML_STAR,ML_STAR/WideBoreTips/Ham_FTR_300Wide0-71_Filter.rck,2,Yes,rck
Ham_FTR_300Wide1-55._Filter.rck,tip_rack,300ul,Hamilton,96,8,12,n/a,851.2,51.6,flat,round,6.8,6.8,9.0,9.0,122.4,82.6,11.5,0.0,No,No,ML_STAR\\WideBoreTips\\Tip_1.55mm300uL.ctr,300ul Standard Volume 1.55mm Wide Bore Tip with Filter,Rack with 96 300ul Standard Volume 1.55 mm wide bore black tips with filter,172,300ul Standard Volume Tips,ML_STAR,ML_STAR/WideBoreTips/Ham_FTR_300Wide1-55._Filter.rck,2,Yes,rck
Ham_FTR_300Wide1-55.rck,tip_rack,300ul,Hamilton,96,8,12,n/a,851.2,51.6,flat,round,6.8,6.8,9.0,9.0,122.4,82.6,11.5,0.0,No,No,ML_STAR\\WideBoreTips\\Tip_1.55mm300uL.ctr,300ul Standard Volume 1.55mm Wide Bore Tip,Rack with 96 300ul Standard Volume 1.55mm wide bore black tips,172,300ul Standard Volume Tips,ML_STAR,ML_STAR/WideBoreTips/Ham_FTR_300Wide1-55.rck,2,Yes,rck
Ham_FTR_300Wide1-55.rck,tip_rack,300ul,Hamilton,96,8,12,n/a,851.2,51.6,flat,round,6.8,6.8,9.0,9.0,122.4,82.6,11.5,0.0,No,No,Nimbus\\Tip Racks\\tip_1.55mm300ul.ctr,black 300ul 1.55mm wide bore,Hamilton FrameTip Rack: 300ul 1.55mm wide bore black tips,30011,300uL,Nimbus,Nimbus/Tip Racks/Ham_FTR_300Wide1-55.rck,2,Yes,rck
Ham_FTR_50.rck,tip_rack,50ul,Hamilton,96,8,12,n/a,835.8,50.4,flat,round,6.8,6.8,9.0,9.0,122.4,82.6,11.5,0.0,No,Yes,Nimbus\\Tip Racks\\tip_50ul.ctr,black 50ul,Hamilton Frame Tip Rack: 50 uL black tips,30010,50uL,Nimbus,Nimbus/Tip Racks/Ham_FTR_50.rck,2,Yes,rck
Ham_FTR_5000.rck,tip_rack,5ml,Hamilton,24,4,6,n/a,8561.4,118.0,flat,round,13.85,13.85,18.0,18.0,122.4,82.6,11.7,0.0,No,No,Nimbus\\Tip Racks\\tip_5000ul.ctr,5ml Tip,Hamilton Frame Tip Rack 24x 5ml Tip landscape oriented,30013,5mL,Nimbus,Nimbus/Tip Racks/Ham_FTR_5000.rck,2,Yes,rck
Ham_FTR_F10.rck,tip_rack,10ul,Hamilton,96,8,12,n/a,520.6,29.9,flat,round,6.8,6.8,9.0,9.0,122.4,82.6,11.5,13.5,No,Yes,Nimbus\\Tip Racks\\tip_10ul.ctr,10ul black filtered,Hamilton Filtered Tip Rack: 10 uL black filtered tips,30009,10uL,Nimbus,Nimbus/Tip Racks/Ham_FTR_F10.rck,2,Yes,rck
Ham_FTR_F1000.rck,tip_rack,1000ul,Hamilton,96,8,12,n/a,1510.3,95.1,flat,round,6.8,6.8,9.0,9.0,122.4,82.6,11.5,0.0,No,Yes,Nimbus\\Tip Racks\\tip_1000ul.ctr,1000ul black filtered,Hamilton Filtered Tip Rack: 1000 uL black filtered tips,30012,1mL,Nimbus,Nimbus/Tip Racks/Ham_FTR_F1000.rck,2,Yes,rck
Ham_FTR_F1000Wide1-2.rck,tip_rack,1000ul,Hamilton,96,8,12,n/a,1465.8,91.8,flat,round,6.8,6.8,9.0,9.0,122.4,82.6,11.5,0.0,No,No,ML_STAR\\WideBoreTips\\Tip_1.2mm1000uL.ctr,1000ul High Volume 1.2mm Wide Bore Tip,Rack with 96 1000ul High Volume 1.2mm wide bore tip,173,1000ul High Volume Tips,ML_STAR,ML_STAR/WideBoreTips/Ham_FTR_F1000Wide1-2.rck,2,Yes,rck
Ham_FTR_F1000Wide1-2.rck,tip_rack,1000ul,Hamilton,96,8,12,n/a,1465.8,91.8,flat,round,6.8,6.8,9.0,9.0,122.4,82.6,11.5,0.0,No,No,Nimbus\\Tip Racks\\tip_1.2mm1000ul.ctr,1000ul black1.2mm  filtered wide bore tips,Hamilton Frame Tip Rack: Filtered 1000ul black1.2mm wide bore tips,30012,1mL,Nimbus,Nimbus/Tip Racks/Ham_FTR_F1000Wide1-2.rck,2,Yes,rck
Ham_FTR_F1000Wide1-2_Filter.rck,tip_rack,1000ul,Hamilton,96,8,12,n/a,1465.8,91.8,flat,round,6.8,6.8,9.0,9.0,122.4,82.6,11.5,0.0,No,No,ML_STAR\\WideBoreTips\\Tip_1.2mm1000uL.ctr,1000ul High Volume 1.2mm Wide Bore Tip with Filter,Rack with 96 1000ul High Volume 1.2mm wide bore tip with filter,173,1000ul High Volume Tips,ML_STAR,ML_STAR/WideBoreTips/Ham_FTR_F1000Wide1-2_Filter.rck,2,Yes,rck
Ham_FTR_F1000Wide1-2_Filter_Sterile.rck,tip_rack,1000ul,Hamilton,96,8,12,n/a,1465.8,91.8,flat,round,6.8,6.8,9.0,9.0,122.4,82.6,11.5,0.0,No,No,ML_STAR\\WideBoreTips\\Tip_1.2mm1000uL.ctr,1000ul High Volume 1.2mm Wide Bore Tip with Filter Sterile,Rack with 96 1000ul High Volume 1.2mm wide bore sterile tip with filter,173,1000ul High Volume Tips,ML_STAR,ML_STAR/WideBoreTips/Ham_FTR_F1000Wide1-2_Filter_Sterile.rck,2,Yes,rck
Ham_FTR_F1000Wide1-2_Sterile.rck,tip_rack,1000ul,Hamilton,96,8,12,n/a,1465.8,91.8,flat,round,6.8,6.8,9.0,9.0,122.4,82.6,11.5,0.0,No,No,Nimbus\\Tip Racks\\tip_1.2mm1000ul.ctr,1000ul black1.2mm  filtered wide bore sterile tips,Hamilton Frame Tip Rack: Filtered 1000ul black1.2mm wide bore sterile tips,30012,1mL,Nimbus,Nimbus/Tip Racks/Ham_FTR_F1000Wide1-2_Sterile.rck,2,Yes,rck
Ham_FTR_F1000Wide3-2.rck,tip_rack,1000ul,Hamilton,96,8,12,n/a,0.0,0.0,,,0.0,0.0,9.0,9.0,122.4,82.6,11.5,0.0,No,No,Nimbus\\Tip Racks\\tip_3.2mm1000ul.ctr,1000ul black3.2mm filtered wide bore tips,Hamilton Frame Tip Rack: Filtered1000ul black3.2mm wide bore tips,30012,1mL,Nimbus,Nimbus/Tip Racks/Ham_FTR_F1000Wide3-2.rck,2,Yes,rck
Ham_FTR_F1000Wide3-2_Filter_Sterile.rck,tip_rack,1000ul,Hamilton,96,8,12,n/a,1308.1,80.1,flat,round,6.8,6.8,9.0,9.0,122.4,82.6,11.5,0.0,No,Yes,ML_STAR\\WideBoreTips\\Tip_3.2mm1000uL.ctr,1000ul High Volume 3.2mm Wide Bore Tip with Filter Sterile,Rack with 96 1000ul High Volume 3.2mm wide bore sterile tip with filter,173,1000ul High Volume Tips,ML_STAR,ML_STAR/WideBoreTips/Ham_FTR_F1000Wide3-2_Filter_Sterile.rck,2,Yes,rck
Ham_FTR_F1000Wide3-2_Sterile.rck,tip_rack,1000ul,Hamilton,96,8,12,n/a,0.0,0.0,,,0.0,0.0,9.0,9.0,122.4,82.6,11.5,0.0,No,No,Nimbus\\Tip Racks\\tip_3.2mm1000ul.ctr,1000ul black3.2mm filtered sterile wide bore tips,Hamilton Frame Tip Rack: Filtered1000ul black3.2mm sterile wide bore tips,30012,1mL,Nimbus,Nimbus/Tip Racks/Ham_FTR_F1000Wide3-2_Sterile.rck,2,Yes,rck
Ham_FTR_F300.rck,tip_rack,300ul,Hamilton,96,8,12,n/a,957.9,59.9,flat,round,6.8,6.8,9.0,9.0,122.4,82.6,11.5,0.0,No,Yes,Nimbus\\Tip Racks\\tip_300ul.ctr,300ul black filtered,Hamilton Filtered Tip Rack: 300 uL black filtered tips,30011,300uL,Nimbus,Nimbus/Tip Racks/Ham_FTR_F300.rck,2,Yes,rck
Ham_FTR_F300Wide0-71.rck,tip_rack,300ul,Hamilton,96,8,12,n/a,927.1,57.5,flat,round,6.8,6.8,9.0,9.0,122.4,82.6,11.5,0.0,No,No,Nimbus\\Tip Racks\\tip_0.71mm300ul.ctr,black filtered 300ul 0.71mm wide bore,Hamilton FrameTip Rack: Filtered 300ul 0.71mm wide bore black tips,30011,300uL,Nimbus,Nimbus/Tip Racks/Ham_FTR_F300Wide0-71.rck,2,Yes,rck
Ham_FTR_F300Wide1-55.rck,tip_rack,300ul,Hamilton,96,8,12,n/a,851.2,51.6,flat,round,6.8,6.8,9.0,9.0,122.4,82.6,11.5,0.0,No,No,Nimbus\\Tip Racks\\tip_1.55mm300ul.ctr,black filtered 300ul 1.55mm wide bore,Hamilton FrameTip Rack: Filtered 300ul 1.55mm wide bore black tips,30011,300uL,Nimbus,Nimbus/Tip Racks/Ham_FTR_F300Wide1-55.rck,2,Yes,rck
Ham_FTR_F4000.rck,tip_rack,5ml,Hamilton,24,4,6,n/a,8561.4,118.0,flat,round,13.85,13.85,18.0,18.0,122.4,82.6,11.7,0.0,No,No,Nimbus\\Tip Racks\\tip_5000ul.ctr,5ml Tip with filter (4ml),"Hamilton Frame Tip Rack 24x 5ml Tip with filter, landscape oriented",30013,5mL,Nimbus,Nimbus/Tip Racks/Ham_FTR_F4000.rck,2,Yes,rck
Ham_FTR_F50.rck,tip_rack,50ul,Hamilton,96,8,12,n/a,835.8,50.4,flat,round,6.8,6.8,9.0,9.0,122.4,82.6,11.5,0.0,No,Yes,Nimbus\\Tip Racks\\tip_50ul.ctr,50ul black filtered,Hamilton Filtered Tip Rack: 50 uL black filtered tips,30010,50uL,Nimbus,Nimbus/Tip Racks/Ham_FTR_F50.rck,2,Yes,rck
Ham_MLTipBox_1000.rck,tip_rack,1000ul,Hamilton,96,8,12,n/a,1509.0,95.0,flat,round,6.8,6.8,9.0,9.0,127.0,86.0,103.73,92.03,No,No,ML_STAR\\HT.ctr,Tip Box 1000ul black,Hamilton Tip Box with 1000 uL black tips,173,1000ul High Volume Tips,ML_STAR,ML_STAR/Tip Boxes/Ham_MLTipBox_1000.rck,2,Yes,rck
Ham_MLTipBox_1000_EntryExit.rck,tip_rack,1000ul,Hamilton,96,8,12,n/a,1509.0,95.0,flat,round,6.8,6.8,9.0,9.0,127.0,86.0,103.73,92.03,No,No,ML_STAR\\HT.ctr,Tip Box 1000 �l conductive for Entry Exit,Hamilton Tip Box with 96 1000 �l conductive tips for Entry Exit,173,1000ul High Volume Tips,ML_STAR,ML_STAR/Tip Boxes/Ham_MLTipBox_1000_EntryExit.rck,2,Yes,rck
Ham_MLTipBox_F1000.rck,tip_rack,1000ul,Hamilton,96,8,12,n/a,1509.0,95.0,flat,round,6.8,6.8,9.0,9.0,127.0,86.0,103.73,92.03,No,No,ML_STAR\\HT.ctr,Tip Box 1000 �l conductive filtered sterile,Hamilton Tip Box with 96 1000 �L conductive filtered sterile tips,173,1000ul High Volume Tips,ML_STAR,ML_STAR/Tip Boxes/Ham_MLTipBox_F1000.rck,2,Yes,rck
Ham_MLTipBox_F1000_EntryExit.rck,tip_rack,1000ul,Hamilton,96,8,12,n/a,1509.0,95.0,flat,round,6.8,6.8,9.0,9.0,127.0,86.0,103.73,92.03,No,No,ML_STAR\\HT.ctr,Tip Box 1000 �l conductive filtered sterile for Entry Exit,Hamilton Tip Box with 96 1000 �L conductive filtered sterile tips for Entry Exit,173,1000ul High Volume Tips,ML_STAR,ML_STAR/Tip Boxes/Ham_MLTipBox_F1000_EntryExit.rck,2,Yes,rck
Ham_MLTipBox_F300.rck,tip_rack,300ul,Hamilton,96,8,12,n/a,959.2,60.0,flat,round,6.8,6.8,9.0,9.0,127.0,86.0,69.23,57.53,No,No,ML_STAR\\ST.ctr,Tip Box 300 �l conductive filtered sterile,Hamilton Tip Box with 96 300 �l conductive filtered sterile tips,172,300ul Standard Volume Tips,ML_STAR,ML_STAR/Tip Boxes/Ham_MLTipBox_F300.rck,2,Yes,rck
Ham_MLTipBox_F300_EntryExit.rck,tip_rack,300ul,Hamilton,96,8,12,n/a,959.2,60.0,flat,round,6.8,6.8,9.0,9.0,127.0,86.0,69.23,57.53,No,No,ML_STAR\\ST.ctr,Tip Box 300 �l conductive filtered sterile for Entry Exit,Hamilton Tip Box with 96 300 �l conductive filtered sterile tips for Entry Exit,172,300ul Standard Volume Tips,ML_STAR,ML_STAR/Tip Boxes/Ham_MLTipBox_F300_EntryExit.rck,2,Yes,rck
Ham_MLTipBox_F50.rck,tip_rack,50ul,Hamilton,96,8,12,n/a,835.8,50.4,flat,round,6.8,6.8,9.0,9.0,127.0,86.0,69.23,57.53,No,No,ML_STAR\\TIP_50ul.ctr,Tip Box 50 �l conductive filtered sterile,Hamilton Tip Box with 96 50 �l conductive filtered sterile tips,20005,50ul Tips,ML_STAR,ML_STAR/Tip Boxes/Ham_MLTipBox_F50.rck,2,Yes,rck
Ham_MLTipBox_F50_EntryExit.rck,tip_rack,50ul,Hamilton,96,8,12,n/a,835.8,50.4,flat,round,6.8,6.8,9.0,9.0,127.0,86.0,69.23,57.53,No,No,ML_STAR\\TIP_50ul.ctr,Tip Box 50 �l conductive filtered sterile for Entry Exit,Hamilton Tip Box with 96 50 �l conductive filtered sterile tips for Entry Exit,20005,50ul Tips,ML_STAR,ML_STAR/Tip Boxes/Ham_MLTipBox_F50_EntryExit.rck,2,Yes,rck
